,date,decideCnt,deathCnt,careCnt,clearCnt,examCnt,resutlNegCnt,accDecideCnt,accDeathCnt,accClearCnt,accExamCnt,accExamCompCnt,accDefRate
624,2021-10-06,2027,12,33787,2843,1219801,13237774,323363,2536,287040,14780938,13561137,2.384482953
625,2021-10-07,2425,8,34422,1782,1239741,13268436,325788,2544,288822,14833965,13594224,2.3965178152
626,2021-10-08,2171,10,33314,3269,1232857,13321370,327959,2554,292091,14882186,13649329,2.4027481497
627,2021-10-09,1953,6,32423,2838,1247124,13348827,329912,2560,294929,14925863,13678739,2.4118597481
628,2021-10-10,1594,15,32223,1779,1261712,13358428,331506,2575,296708,14951646,13689934,2.4215310314
629,2021-10-11,1297,8,32198,1314,1255745,13388859,332803,2583,298022,14977407,13721662,2.4253840387
630,2021-10-12,1346,11,32295,1238,1276809,13396614,334149,2594,299260,15007572,13730763,2.4335792555
631,2021-10-13,1583,11,31061,2806,1285868,13440812,335732,2605,302066,15062412,13776544,2.436982744
632,2021-10-14,1939,13,31334,1653,1296534,13472155,337671,2618,303719,15106360,13809826,2.4451502864
633,2021-10-15,1683,8,30877,2132,1309168,13503999,339354,2626,305851,15152521,13843353,2.4513858745
634,2021-10-16,1617,18,30140,2336,1293233,13563983,340971,2644,308187,15198187,13904954,2.4521548219
635,2021-10-17,1420,16,29387,2157,1312433,13566040,342391,2660,310344,15220864,13908431,2.4617514369
636,2021-10-18,1050,8,28992,1437,1320566,13582339,343441,2668,311781,15246346,13925780,2.466224513
637,2021-10-19,1073,21,28393,1651,1323771,13628545,344514,2689,313432,15296830,13973059,2.4655589015
638,2021-10-20,1571,9,26780,3175,1325132,13673512,346085,2698,316607,15344729,14019597,2.4685802309
639,2021-10-21,1441,11,27062,1148,1334586,13709892,347526,2709,317755,15392004,14057418,2.4721894162
640,2021-10-22,1438,16,25922,2562,1327170,13761248,348964,2725,320317,15437382,14110212,2.4731308076
641,2021-10-23,1508,20,25191,2219,1339287,13791710,350472,2745,322536,15481469,14142182,2.4782031513
642,2021-10-24,1421,21,25734,857,1354359,13798727,351893,2766,323393,15504979,14150620,2.4867673642
643,2021-10-25,1190,7,25862,1055,1368282,13809107,353083,2773,324448,15530472,14162190,2.4931384199
644,2021-10-26,1272,15,23975,3144,1366840,13858235,354355,2788,327592,15579430,14212590,2.4932471843
645,2021-10-27,1945,9,23845,2066,1387186,13884820,356300,2797,329658,15628306,14241120,2.5019099621
646,2021-10-28,2111,11,24750,1195,1389130,13930645,358411,2808,330853,15678186,14289056,2.5082902607
647,2021-10-29,2124,9,24723,2142,1358692,14011558,360535,2817,332995,15730785,14372093,2.5085768649
648,2021-10-30,2104,13,25228,1586,1366434,14046627,362639,2830,334581,15775700,14409266,2.5167069578
649,2021-10-31,2061,19,25303,1967,1386962,14052403,364700,2849,336548,15804065,14417103,2.529634421
650,2021-11-01,1685,9,26174,805,1424100,14058818,366385,2858,337353,15849303,14425203,2.5398949325
